EventId,EventTemplate,Occurrences
593058ba,2017-07-04  GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2]          ,2
c8b9300e,2017-07-04  GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2]      ,12
9f6a7bcb,"2017-07-04   [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",3
989528ba,2017-07-04   [lvl=2] KSHelperReceiveAllData() KSHelperTool read  bytes from stdin.,6
3cf108c6,2017-07-04   [lvl=2] main() Fetcher received a request: <NSMutableURLRequest:  { URL:  },6
ab143a2c,2017-07-04   [lvl=2] main() Fetcher received a download path: ,6
6479a416,2017-07-04   [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest:  { URL:  }) to ,6
dad7bb6d,2017-07-04   [lvl=2] main() Setting up download file handles...,6
3555cb1e,2017-07-04   [lvl=2] -[FetchDelegate fetcher:finishedWithData:] Fetcher downloaded successfully data of length: 0,6
00f97ab2,2017-07-04   [lvl=2] main()   ,12
1f9dae98,2017-07-04   [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ,6
3a4993ec,2017-07-04  GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2]        ,3
ace42d24,2017-07-04   [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:]       using engine ,6
3af577ac,"2017-07-04   [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Applications/Google Chrome.app' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",3
f97e3c5f,"2017-07-04   [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""All Products""' using engine ",3
aeea134a,2017-07-04   [lvl=2] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest:  { URL: https://<*>/service/update2 },3
d070f716,2017-07-04   [lvl=2] -[KSAgentApp checkForUpdates] Finished update check.,3
f9dde131,-[SOAPParser:0x7f8bc8e0ad70 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
5ce7c43a,FA||Url||taskID[2019353446] dealloc,1
68e400d2,-[SOAPParser:0x7fe0bb03b290 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
ddc73dab,[09:57:30.705] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
7cbaa13e,[09:57:31.571] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
2463c009,FA||Url||taskID[2019353447] dealloc,1
5cb36cd1,FA||Url||taskID[2019353448] dealloc,1
24745551,-[SOAPParser:0x7fdb74477d10 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
fb513632,[10:09:03.032] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
8e444f08,[0704/100903:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
435fb9e8,[10:09:08.299] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
cd3d8777,FA||Url||taskID[2019353449] dealloc,1
b6140185,-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
0a81a177,[10:13:03.702] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
d7c51008,[10:13:05.044] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
1a55c9ca,FA||Url||taskID[2019353450] dealloc,1
50644d8f,-[SOAPParser:0x7f8233fd78e0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
f7c1fce6,[10:26:41.920] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
294ba064,[0704/102641:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
24ecfa0b,[10:26:46.480] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
f6764297,FA||Url||taskID[2019353451] dealloc,1
bc2ab7ee,[10:27:12.064] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
8b3c1a5d,FA||Url||taskID[2019353452] dealloc,1
b79e559f,-[SOAPParser:0x7f9ac2e27a50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
6d1cd9a8,[10:29:34.741] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
3d9622bb,[10:29:35.102] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
e48eba14,[0704/102935:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,2
496ec38b,[10:29:35.214] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
a992c9ad,[10:29:35.215] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,1
f6538799,[10:29:35.578] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
083f3505,[10:29:35.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
c25feb72,[10:29:40.210] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
e64cf1ed,FA||Url||taskID[2019353453] dealloc,1
bffbfd6a,(DiskStore.Normal:2382) 20cb04f 1.000048,1
a3a0a276,(DiskStore.Normal:2382) c001 1.024706,1
a1e41374,[10:29:52.377] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
e30e4ecd,[10:29:52.567] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
dda8b3c1,-[SOAPParser:0x7f85f2daa980 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
332d02cb,[10:30:20.946] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
bb3f1d20,[10:43:12.366] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
027e3bf8,[10:43:12.882] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
e0d8d56d,[0704/104312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
1d2d99b5,[10:43:17.614] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
72a88422,FA||Url||taskID[2019353454] dealloc,1
3ab23c08,(DiskStore.Normal:2382) 12001 1.136683,1
b0876438,[10:43:31.554] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
f9009617,[10:43:31.732] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
d1181211,-[SOAPParser:0x7fd48ddacc10 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
25b4930f,[10:56:49.162] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
7f487edc,[10:56:49.303] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
dfe13915,-[SOAPParser:0x7fe7417424c0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
9409f644,[10:57:17.584] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
69c7b7ba,[10:57:18.074] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
4f02eeb9,[10:57:39.985] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
0a6e4fdf,[10:57:40.219] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
203e097c,[11:10:58.940] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
948e71e5,[11:10:59.150] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
d9783ccd,-[SOAPParser:0x7fde69f28890 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
817adb3f,[11:11:19.366] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
036717f6,[11:11:20.501] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
2fd109c1,[11:24:34.562] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
9a24e473,[11:24:34.712] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
42d5fd1e,-[SOAPParser:0x7ff4c27ee8f0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
a21a2f41,[11:24:54.965] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
8fc2e7a5,[11:24:55.142] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
7d835989,FA||Url||taskID[2019353455] dealloc,1
7b4bd9f4,[11:28:35.948] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
5ec640b5,[0704/112836:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
ea3169ec,ARPT: 700824.091109: wlc_dump_aggfifo:,1
2dbb0b01,ARPT: 700824.225986: wlc_dump_aggfifo:,1
75a20926,[11:28:42.715] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
2a9a4166,FA||Url||taskID[2019353456] dealloc,1
f90c0abc,[11:28:52.887] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
fd4977a1,[11:28:53.111] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
1f0aacd0,ARPT: 700852.624967: wlc_dump_aggfifo:,1
9d20eb4f,ARPT: 700853.066778: wlc_dump_aggfifo:,1
ba5993bf,ARPT: 700853.192195: wlc_dump_aggfifo:,1
c76d6a69,-[SOAPParser:0x7fa3250c1570 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
a099b62e,[11:29:20.130] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
0b8f925a,[11:29:21.128] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
763431c2,-[SOAPParser:0x7ffac05c0e80 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
0cfe0f68,[11:42:44.821] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
f33776f2,[11:42:49.315] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
eb38d824,[11:55:51.555] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
a8b5d170,ARPT: 700925.426928: wlc_dump_aggfifo:,1
5e47d542,[11:55:52.822] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
beab31e0,-[SOAPParser:0x7ff783fd9490 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
eb5d8def,[11:56:40.794] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
501091f8,[11:56:40.797] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
cedf373a,[11:56:41.475] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
f9e85f51,[11:56:41.542] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
09875e31,12:06:20.175 : Discoverable mode changed to Contacts Only,1
78d941db,12:06:20.175 : BTLE scanning started,1
c8decb11,12:06:20.175 : Scanning mode Contacts Only,1
374edd12,12:06:20.204 : BTLE scanner Powered On,1
292ea445,12:06:20.267 : Starting AirDrop server for user 501 on wake,1
ac3bae9a,12:06:20.268 : Scanning mode Contacts Only,1
69fff198,<*>(34830) deny network-outbound /private/var/run/mDNSResponder,6
47dd0512,-[SOAPParser:0x7ff9425a7e30 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
dc9dc5c5,FA||Url||taskID[2019353457] dealloc,1
db0c8721,[12:06:53.617] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
74925009,[12:06:53.728] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
fde77b68,[12:07:01.635] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
75429415,[12:07:01.798] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
1af219ef,[12:07:38.868] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
2a50bd61,[12:07:39.752] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
240cf7ea,[12:07:53.560] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
dcfa1a7d,[12:07:53.768] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
99a9ce7d,FA||Url||taskID[2019353458] dealloc,1
89b5dfc8,[12:08:23.866] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
ca4f4a8d,[12:08:24.062] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
9d269232,ImageIO: CGImageDestinationFinalize image destination does not have enough images,5
f64219e7,[12:08:48.535] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
40f4760e,[12:09:00.018] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
d94e5ee7,[12:09:10.317] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
f71b8736,[12:09:10.522] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
e1b3849a,[12:09:53.499] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
4b34faaa,[12:09:53.647] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
03aaf2ae,[12:09:59.815] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
92ee6fba,[12:09:59.984] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
a686be8c,[12:10:45.734] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
9e1e2264,[12:10:45.736] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
4c6cd737,[12:10:46.126] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
aecd9e0b,[12:10:46.135] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
e6078bf4,[12:11:33.853] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
41219e60,[12:11:34.726] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
199d4681,[12:11:44.960] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
